address,latitude,longitude
"부산광역시 남구 신선로 428, (용당동, 동명대학교건축디자인관)",0,0
"부산광역시 남구 신선로 428, 명대학교 동내 동명쉼터앞(용당동)",0,0
"부산광역시 남구 신선로 428, 동명대학교 (용당동) 1층",0,0
부산광역시 남구 신선로 294 (용당동),0,0
"부산광역시 남구 신선로447번길 9, (용당동) 1층",0,0
"부산광역시 남구 오륙도로 85, 제상가(용호동, 오륙도에스케이뷰아파트) 1층 109호",0,0
"부산광역시 남구 용호로 254, (용호동)",0,0
부산광역시 남구 동명로 108 원세탁할인마트 (용호동) 원세탁할인마트,0,0
"부산광역시 남구 용호로197번길 12, (용호동)",0,0
부산광역시 남구 용호로42번길 19,0,0
"부산광역시 남구 오륙도로 85, 제상가(용호동, 오륙도에스케이뷰아파트) 1층 109호",0,0
"부산광역시 남구 용호로 216, (용호동)",0,0
부산광역시 남구 동명로 171 J할인마트,0,0
"부산광역시 남구 용호로178번길 16, (용호동)",0,0
"부산광역시 남구 분포로 115, 힐탑상가 (용호동)",0,0
부산광역시 남구 용호동 954번지외 3필지 더블유스퀘어,0,0
"부산광역시 남구 유엔로 14, (우암동)",0,0
부산광역시 남구 우암로154번길 36-7 (우암동),0,0
"부산광역시 남구 오륙도로 85, 제상가(용호동, 오륙도에스케이뷰아파트) 1층 109호",0,0
"부산광역시 남구 용호로 254, (용호동)",0,0
부산광역시 남구 동명로 108 원세탁할인마트 (용호동) 원세탁할인마트,0,0
"부산광역시 남구 용호로197번길 12, (용호동)",0,0
부산광역시 남구 용호로42번길 19,0,0
"부산광역시 남구 오륙도로 85, 제상가(용호동, 오륙도에스케이뷰아파트) 1층 109호",0,0
"부산광역시 남구 용호로 216, (용호동)",0,0
부산광역시 남구 동명로 171 J할인마트,0,0
"부산광역시 남구 용호로178번길 16, (용호동)",0,0
"부산광역시 남구 분포로 115, 힐탑상가 (용호동)",0,0
부산광역시 남구 용호동 954번지외 3필지 더블유스퀘어,0,0
"부산광역시 동구 자성로133번길 6, 범일(범일동, 진흥마제스타워범일) 1층 1동 1호",0,0
부산광역시 동구 중앙대로 539 (범일동) 서면 베스티움 더 시티 1층 상가동 102호,0,0
"부산광역시 동구 조방로 42번길 2, 1층 1층",0,0
"부산광역시 동구 범일로 97-1, (범일동)",0,0
"부산광역시 동구 자성로116번길 2, (범일동, 두산위브포세이돈2차아파트) 1층",0,0
"부산광역시 동구 자성로133번길 6, 범일(범일동, 진흥마제스타워범일) 1층 1동 1호",0,0
"부산광역시 동구 범일로 41, (범일동, 범일엘에이치오션브릿지)",0,0
