address,latitude,longitude
부산광역시 사하구 낙동대로563번안길 68(하단동)  | 영업시간 : 08:00 ~ 02:00,0,0
부산광역시 사하구 동매로29번길 17  | 영업시간 : 06:00 ~ 00:00,0,0
부산광역시 사하구 하신번영로328번길 25  | 영업시간 : 00:00 ~ 00:00,0,0
부산광역시 사하구 하신번영로 302  | 영업시간 : 06:00 ~ 00:00,0,0
부산광역시 사상구 대동로 106  | 영업시간 : 06:00 ~ 01:00,0,0
부산광역시 사상구 학감대로 105-21  | 영업시간 : 06:00 ~ 00:00,0,0
부산광역시 기장군 기장읍 용궁길 62-7  | 영업시간 : 07:00 ~ 19:00,0,0
부산광역시 영도구 태종로 727  | 영업시간 : 00:00 ~ 00:00,0,0
부산광역시 영도구 태종로 727 해양대학교 산학허브관 | 영업시간 : 00:00 ~ 00:00,0,0
부산광역시 영도구 태종로 727 한국해양대학교 어울림관 1층 | 영업시간 : 00:00 ~ 00:00,0,0
부산광역시 해운대구 달맞이길117번가길 105  | 영업시간 : 00:00 ~ 00:00,0,0
부산광역시 해운대구 대천로 103번길 47  | 영업시간 : 06:00 ~ 00:00,0,0
부산광역시 해운대구 해운대로 540  | 영업시간 : 06:00 ~ 00:00,0,0
부산광역시 해운대구 구남로 9 1층 104호 | 영업시간 : 07:00 ~ 02:00,0,0
부산광역시 해운대구 해운대해변로 117 상기동 116호 | 영업시간 : 07:00 ~ 00:00,0,0
부산광역시 해운대구 해운대로 723 마브러스오피스텔107호 | 영업시간 : 07:00 ~ 01:00,0,0
부산광역시 해운대구 재반로 224-1  | 영업시간 : 00:00 ~ 00:00,0,0
부산광역시 해운대구 해운대로 584  | 영업시간 : 00:00 ~ 00:00,0,0
부산광역시 해운대구 해운대로 663  | 영업시간 : 06:00 ~ 00:00,0,0
부산광역시 해운대구 센텀중앙로 145 상가2동 103-126-127호 | 영업시간 : 07:00 ~ 00:00,0,0
부산광역시 해운대구 반송로 619  | 영업시간 : 07:00 ~ 23:00,0,0
부산광역시 해운대구 해운대로570번길 46  | 영업시간 : 00:00 ~ 00:00,0,0
부산광역시 해운대구 해운대해변로 203  | 영업시간 : 07:00 ~ 01:00,0,0
부산광역시 해운대구 우동1로71번길 6-13  | 영업시간 : 00:00 ~ 00:00,0,0
부산광역시 해운대구 중동2로34번길 6  | 영업시간 : 07:00 ~ 01:00,0,0
부산광역시 해운대구 우동1로20번가길 31  | 영업시간 : 00:00 ~ 00:00,0,0
부산광역시 해운대구 삼어로 55 분산상가동 101호 | 영업시간 : 07:00 ~ 01:00,0,0
부산광역시 해운대구 우동2로 93  | 영업시간 : 06:00 ~ 00:00,0,0
부산광역시 북구 금곡대로 228  | 영업시간 : 06:00 ~ 00:00,0,0
부산광역시 강서구 화전산단4로30번길 25-16  | 영업시간 : 06:00 ~ 00:00,0,0
부산광역시 해운대구 해운대로 601  | 영업시간 : 07:00 ~ 01:00,0,0
부산광역시 강서구 범방3로72번길 21  | 영업시간 : 06:00 ~ 00:00,0,0
부산광역시 강서구 호계로 7  | 영업시간 : 05:00 ~ 00:00,0,0
부산광역시 사하구 사하로 189  | 영업시간 : 06:00 ~ 00:00,0,0
부산광역시 해운대구 해운대해변로 292  | 영업시간 : 00:00 ~ 00:00,0,0
부산광역시 기장군 기장읍 차성남로89번길 7  | 영업시간 : 00:00 ~ 00:00,0,0
부산광역시 기장군 장안읍 해맞이로 243  | 영업시간 : 00:00 ~ 00:00,0,0
"부산광역시 남구 수영로325번길 61 상가 102,103호 | 영업시간 : 00:00 ~ 00:00",0,0
부산광역시 동구 범일로102번길 16-14  | 영업시간 : 00:00 ~ 00:00,0,0
부산광역시 연제구 거제천로269번길 31  | 영업시간 : 06:00 ~ 00:00,0,0
부산광역시 동래구 안연로 68  | 영업시간 : 00:00 ~ 00:00,0,0
부산광역시 수영구 수영로606번길 126  | 영업시간 : 00:00 ~ 00:00,0,0
부산광역시 강서구 명지국제8로 246 110호 | 영업시간 : 00:00 ~ 00:00,0,0
부산광역시 강서구 미음산단로 137  | 영업시간 : 00:00 ~ 00:00,0,0
부산광역시 해운대구 선수촌로 145  | 영업시간 : 06:00 ~ 01:00,0,0
부산광역시 남구 용소로 45 부경대학교 가온관 | 영업시간 : 00:00 ~ 00:00,0,0
부산광역시 서구 암남공원로 1  | 영업시간 : 07:00 ~ 01:00,0,0
부산광역시 강서구 과학산단2로20번길 69  | 영업시간 : 00:00 ~ 00:00,0,0
부산광역시 부산진구 새싹로 186  | 영업시간 : 00:00 ~ 00:00,0,0
부산광역시 동래구 석사로 32  | 영업시간 : 00:00 ~ 00:00,0,0
부산광역시 연제구 쌍미천로162번길 26  | 영업시간 : 00:00 ~ 00:00,0,0
부산광역시 영도구 함지로 6  | 영업시간 : 06:00 ~ 01:00,0,0
부산광역시 남구 전포대로 133 오슬로파크 116-120호 | 영업시간 : 00:00 ~ 00:00,0,0
부산광역시 해운대구 청사포로 129  | 영업시간 : 07:00 ~ 01:00,0,0
부산광역시 동구 중앙대로 240  | 영업시간 : 00:00 ~ 00:00,0,0
부산광역시 강서구 공항진입로 165  | 영업시간 : 06:00 ~ 00:00,0,0
부산광역시 강서구 낙동북로 294 대저역 역사안 | 영업시간 : 06:00 ~ 23:00,0,0
부산광역시 사상구 광장로 83  | 영업시간 : 06:00 ~ 23:00,0,0
부산광역시 연제구 거제대로 295  | 영업시간 : 00:00 ~ 00:00,0,0
부산광역시 기장군 정관읍 정관중앙로 48  | 영업시간 : 06:00 ~ 00:00,0,0
부산광역시 수영구 민락수변로 141  | 영업시간 : 00:00 ~ 00:00,0,0
부산광역시 북구 만덕대로 72  | 영업시간 : 08:30 ~ 17:00,0,0
부산광역시 사하구 장평로 242  | 영업시간 : 00:00 ~ 00:00,0,0
부산광역시 해운대구 해운대로 794 108호 | 영업시간 : 00:00 ~ 00:00,0,0
