address1,address2,deposit_rent,dedicated_area(m^2),"Deposit(10,000won)",rent,floor,year_of_construction,type
부산광역시 강서구 녹산동,262-1,월세,65.79,4000,30,7,2017,officetel
부산광역시 강서구 녹산동,262-1,월세,65.79,2000,50,6,2017,officetel
부산광역시 강서구 녹산동,287,월세,65.93,2500,30,7,2017,officetel
부산광역시 강서구 녹산동,287,월세,65.06,1000,45,7,2017,officetel
부산광역시 강서구 대저1동,1728,월세,68.22,2000,55,6,,officetel
부산광역시 강서구 대저1동,2338-2,전세,78.93,14000,0,3,2017,officetel
부산광역시 강서구 대저2동,2033-1,월세,28.93,5000,29,8,2021,officetel
부산광역시 강서구 대저2동,2033-1,전세,73.45,25000,0,15,2021,officetel
부산광역시 강서구 대저2동,2033-1,전세,28.93,12000,0,6,2021,officetel
부산광역시 강서구 대저2동,2033-1,월세,58.07,3000,57,10,2021,officetel
부산광역시 강서구 대저2동,2033-1,월세,28.93,6000,20,2,2021,officetel
부산광역시 강서구 대저2동,2033-1,전세,73.45,24000,0,7,2021,officetel
부산광역시 강서구 대저2동,2033-1,월세,73.45,1000,77,2,2021,officetel
부산광역시 강서구 대저2동,2033-1,전세,58.07,20000,0,6,2021,officetel
부산광역시 강서구 명지동,3594,월세,29.44,300,40,24,2020,officetel
부산광역시 강서구 명지동,3594,월세,29.44,500,35,22,2020,officetel
부산광역시 강서구 명지동,3594,월세,29.44,300,35,24,2020,officetel
부산광역시 강서구 명지동,3594,월세,41.74,500,65,24,2020,officetel
부산광역시 강서구 명지동,3594,전세,29.44,13000,0,19,2020,officetel
부산광역시 강서구 명지동,3594,전세,29.44,12000,0,19,2020,officetel
부산광역시 강서구 명지동,3594,월세,41.74,1000,65,24,2020,officetel
부산광역시 강서구 명지동,3594,전세,29.44,13000,0,23,2020,officetel
부산광역시 강서구 명지동,3594,월세,29.44,500,43,20,2020,officetel
부산광역시 강서구 명지동,3594,월세,29.44,500,45,21,2020,officetel
부산광역시 강서구 명지동,3594,전세,29.44,13000,0,17,2020,officetel
부산광역시 강서구 명지동,3594,월세,41.74,1000,65,24,2020,officetel
부산광역시 강서구 명지동,3594,전세,29.44,13000,0,24,2020,officetel
부산광역시 강서구 명지동,3594,월세,50.71,500,57,23,2020,officetel
부산광역시 강서구 명지동,3594,월세,29.44,500,45,22,2020,officetel
부산광역시 강서구 명지동,3594,전세,29.44,13000,0,25,2020,officetel
부산광역시 강서구 명지동,3594,전세,50.71,20000,0,17,2020,officetel
부산광역시 강서구 명지동,3594,전세,29.44,12000,0,24,2020,officetel
부산광역시 강서구 명지동,3594,월세,29.44,500,42,15,2020,officetel
부산광역시 강서구 명지동,3594,월세,29.44,500,50,19,2020,officetel
부산광역시 강서구 명지동,3594,월세,29.44,500,50,26,2020,officetel
부산광역시 강서구 명지동,3594,월세,29.44,500,42,15,2020,officetel
부산광역시 강서구 명지동,3594,월세,29.44,500,47,25,2020,officetel
부산광역시 강서구 명지동,3594,월세,29.44,500,50,20,2020,officetel
부산광역시 강서구 명지동,3594,전세,41.74,18000,0,21,2020,officetel
부산광역시 강서구 명지동,3594,전세,41.74,16000,0,17,2020,officetel
부산광역시 강서구 명지동,3594,전세,29.44,13000,0,20,2020,officetel
부산광역시 강서구 명지동,3594,월세,29.44,1000,45,20,2020,officetel
부산광역시 강서구 명지동,3594,전세,29.44,13000,0,26,2020,officetel
부산광역시 강서구 명지동,3594,전세,29.44,13000,0,26,2020,officetel
부산광역시 강서구 명지동,3594,월세,29.44,500,43,20,2020,officetel
부산광역시 강서구 명지동,3594,전세,29.44,13000,0,20,2020,officetel
부산광역시 강서구 명지동,3594,전세,41.74,18000,0,25,2020,officetel
부산광역시 강서구 명지동,3594,전세,29.44,13000,0,17,2020,officetel
부산광역시 강서구 명지동,3594,월세,29.44,500,47,16,2020,officetel
부산광역시 강서구 명지동,3594,월세,29.44,500,45,22,2020,officetel
부산광역시 강서구 명지동,3594,월세,29.44,500,45,20,2020,officetel
부산광역시 강서구 명지동,3594,월세,29.44,500,45,25,2020,officetel
부산광역시 강서구 명지동,3594,월세,29.44,500,47,18,2020,officetel
부산광역시 강서구 명지동,3229-26,전세,23.62,6500,0,8,2015,officetel
부산광역시 강서구 명지동,3229-26,월세,23.62,1000,25,10,2015,officetel
부산광역시 강서구 명지동,3229-26,월세,23.62,300,31,15,2015,officetel
부산광역시 강서구 명지동,3229-26,월세,23.62,300,30,14,2015,officetel
부산광역시 강서구 명지동,3229-26,전세,23.62,6500,0,8,2015,officetel
부산광역시 강서구 명지동,3229-26,전세,23.62,6000,0,12,2015,officetel
부산광역시 강서구 명지동,3229-26,월세,23.62,1000,25,10,2015,officetel
부산광역시 강서구 명지동,3229-26,월세,23.62,500,30,11,2015,officetel
부산광역시 강서구 명지동,3229-26,월세,23.62,200,30,7,2015,officetel
부산광역시 강서구 명지동,3229-26,월세,36.18,500,50,6,2015,officetel
부산광역시 강서구 명지동,3229-26,전세,23.62,6500,0,4,2015,officetel
부산광역시 강서구 명지동,3229-26,월세,23.62,500,30,5,2015,officetel
부산광역시 강서구 명지동,3229-26,전세,23.62,6500,0,3,2015,officetel
부산광역시 강서구 명지동,3229-26,전세,23.62,6500,0,8,2015,officetel
부산광역시 강서구 명지동,3229-26,월세,36.18,2000,45,9,2015,officetel
부산광역시 강서구 명지동,3229-26,월세,36.18,2000,45,9,2015,officetel
부산광역시 강서구 명지동,3229-26,월세,23.62,200,29,4,2015,officetel
부산광역시 강서구 명지동,3229-26,월세,36.18,2000,40,6,2015,officetel
부산광역시 강서구 명지동,3229-26,월세,23.62,500,32,10,2015,officetel
부산광역시 강서구 명지동,3229-26,월세,36.18,500,50,7,2015,officetel
부산광역시 강서구 명지동,3229-26,월세,23.62,500,32,15,2015,officetel
부산광역시 강서구 명지동,3229-26,월세,23.62,1000,25,10,2015,officetel
부산광역시 강서구 명지동,3229-26,전세,23.62,7000,0,18,2015,officetel
부산광역시 강서구 명지동,3229-26,월세,23.62,300,30,7,2015,officetel
부산광역시 강서구 명지동,3229-26,월세,23.62,500,30,19,2015,officetel
부산광역시 강서구 명지동,3229-26,월세,23.62,300,30,17,2015,officetel
부산광역시 강서구 명지동,3229-26,월세,23.62,300,30,7,2015,officetel
부산광역시 강서구 명지동,3229-26,월세,23.62,300,30,15,2015,officetel
부산광역시 강서구 명지동,3229-26,월세,23.62,300,33,15,2015,officetel
부산광역시 강서구 명지동,3229-26,월세,23.62,300,30,15,2015,officetel
부산광역시 강서구 명지동,3229-26,월세,23.62,300,30,8,2015,officetel
부산광역시 강서구 명지동,3229-26,전세,23.62,6500,0,13,2015,officetel
부산광역시 강서구 명지동,3229-26,전세,23.62,6500,0,7,2015,officetel
부산광역시 강서구 명지동,3229-26,월세,23.62,2000,22,7,2015,officetel
부산광역시 강서구 명지동,3229-26,월세,23.62,300,30,12,2015,officetel
부산광역시 강서구 명지동,3229-26,월세,23.62,500,29,11,2015,officetel
부산광역시 강서구 명지동,3229-26,월세,23.62,500,30,12,2015,officetel
부산광역시 강서구 명지동,3229-26,전세,23.62,6000,0,17,2015,officetel
부산광역시 강서구 명지동,3229-26,전세,23.62,6000,0,14,2015,officetel
부산광역시 강서구 명지동,3229-26,전세,23.62,6000,0,5,2015,officetel
부산광역시 강서구 명지동,3229-26,월세,23.62,2000,20,13,2015,officetel
부산광역시 강서구 명지동,3229-26,전세,23.62,6000,0,15,2015,officetel
부산광역시 강서구 명지동,3229-26,월세,23.62,300,30,19,2015,officetel
부산광역시 강서구 명지동,3229-26,월세,23.62,500,30,14,2015,officetel
부산광역시 강서구 명지동,3229-26,전세,23.62,6500,0,10,2015,officetel
부산광역시 강서구 명지동,3229-26,전세,23.62,6000,0,15,2015,officetel
부산광역시 강서구 명지동,3229-26,월세,23.62,2000,10,3,2015,officetel
부산광역시 강서구 명지동,3229-26,월세,23.62,500,30,11,2015,officetel
부산광역시 강서구 명지동,3229-26,월세,23.62,1000,25,11,2015,officetel
부산광역시 강서구 명지동,3229-26,전세,36.18,10000,0,13,2015,officetel
부산광역시 강서구 명지동,3229-26,전세,23.62,6000,0,14,2015,officetel
부산광역시 강서구 명지동,3229-26,월세,23.62,300,30,10,2015,officetel
부산광역시 강서구 명지동,3229-26,전세,23.62,6500,0,16,2015,officetel
부산광역시 강서구 명지동,3229-26,전세,23.62,6500,0,18,2015,officetel
부산광역시 강서구 명지동,3229-26,월세,23.62,500,30,7,2015,officetel
부산광역시 강서구 명지동,3229-26,월세,23.62,1000,25,5,2015,officetel
부산광역시 강서구 명지동,3229-26,전세,23.62,6000,0,2,2015,officetel
부산광역시 강서구 명지동,3229-26,전세,23.62,7000,0,17,2015,officetel
부산광역시 강서구 명지동,3229-26,월세,23.62,1000,25,10,2015,officetel
부산광역시 강서구 명지동,3229-26,월세,23.62,500,30,13,2015,officetel
부산광역시 강서구 명지동,3229-26,전세,23.62,6000,0,5,2015,officetel
부산광역시 강서구 명지동,3229-26,전세,23.62,6000,0,12,2015,officetel
부산광역시 강서구 명지동,3229-26,월세,23.62,2000,20,3,2015,officetel
부산광역시 강서구 명지동,3229-26,월세,23.62,300,30,8,2015,officetel
부산광역시 강서구 명지동,3229-26,월세,23.62,300,30,7,2015,officetel
부산광역시 강서구 명지동,3229-26,전세,23.62,6000,0,5,2015,officetel
부산광역시 강서구 명지동,3229-26,월세,23.62,300,30,6,2015,officetel
부산광역시 강서구 명지동,3229-26,월세,23.62,500,30,10,2015,officetel
부산광역시 강서구 명지동,3229-26,월세,23.62,500,30,11,2015,officetel
부산광역시 강서구 명지동,3229-26,월세,23.62,500,30,9,2015,officetel
부산광역시 강서구 명지동,3229-26,월세,23.62,500,30,12,2015,officetel
부산광역시 강서구 명지동,3229-26,월세,23.62,300,30,14,2015,officetel
부산광역시 강서구 명지동,3229-26,월세,23.62,500,30,14,2015,officetel
부산광역시 강서구 명지동,3229-26,전세,23.62,6000,0,6,2015,officetel
부산광역시 강서구 명지동,3229-26,월세,23.62,4000,15,18,2015,officetel
부산광역시 강서구 명지동,3229-26,월세,23.62,2000,20,3,2015,officetel
부산광역시 강서구 명지동,3229-26,월세,23.62,300,30,15,2015,officetel
부산광역시 강서구 명지동,3229-26,월세,23.62,1000,25,14,2015,officetel
부산광역시 강서구 명지동,3229-26,월세,23.62,500,30,12,2015,officetel
부산광역시 강서구 명지동,3229-26,월세,23.62,500,30,11,2015,officetel
부산광역시 강서구 명지동,3229-26,전세,23.62,5400,0,5,2015,officetel
부산광역시 강서구 명지동,3229-26,월세,23.62,2000,25,12,2015,officetel
부산광역시 강서구 명지동,3229-26,월세,23.62,500,30,16,2015,officetel
부산광역시 강서구 명지동,3229-26,월세,23.62,500,30,4,2015,officetel
부산광역시 강서구 명지동,3229-26,월세,23.62,500,30,9,2015,officetel
부산광역시 강서구 명지동,3229-26,월세,23.62,500,30,4,2015,officetel
부산광역시 강서구 명지동,3229-26,월세,23.62,2000,20,3,2015,officetel
부산광역시 강서구 명지동,3229-26,월세,23.62,300,30,3,2015,officetel
부산광역시 강서구 명지동,3229-26,월세,23.62,300,30,7,2015,officetel
부산광역시 강서구 명지동,3229-26,월세,23.62,500,30,6,2015,officetel
부산광역시 강서구 명지동,3229-26,월세,23.62,500,33,10,2015,officetel
부산광역시 강서구 명지동,3229-26,월세,23.62,1000,30,16,2015,officetel
부산광역시 강서구 명지동,3229-26,월세,23.62,300,30,3,2015,officetel
부산광역시 강서구 명지동,3229-26,월세,23.62,500,30,6,2015,officetel
부산광역시 강서구 명지동,3229-26,월세,23.62,1000,30,19,2015,officetel
부산광역시 강서구 명지동,3229-26,전세,23.62,5000,0,8,2015,officetel
부산광역시 강서구 명지동,3229-26,월세,23.62,500,30,19,2015,officetel
부산광역시 강서구 명지동,3229-26,월세,23.62,500,30,19,2015,officetel
부산광역시 강서구 명지동,3229-26,월세,23.62,2000,23,7,2015,officetel
부산광역시 강서구 명지동,3229-26,월세,23.62,300,30,3,2015,officetel
부산광역시 강서구 명지동,3229-26,월세,23.62,1000,28,6,2015,officetel
부산광역시 강서구 명지동,3229-26,전세,23.62,5800,0,13,2015,officetel
부산광역시 강서구 명지동,3229-26,월세,23.62,300,30,2,2015,officetel
부산광역시 강서구 명지동,3229-26,전세,23.62,6500,0,16,2015,officetel
부산광역시 강서구 명지동,3229-26,전세,23.62,6000,0,8,2015,officetel
부산광역시 강서구 명지동,3240-7,전세,29.77,7500,0,8,2014,officetel
부산광역시 강서구 명지동,3240-7,월세,26.76,300,28,5,2014,officetel
부산광역시 강서구 명지동,3240-7,월세,27.63,300,35,9,2014,officetel
부산광역시 강서구 명지동,3240-7,월세,29,500,45,4,2014,officetel
부산광역시 강서구 명지동,3240-7,전세,26.76,5800,0,6,2014,officetel
부산광역시 강서구 명지동,3240-7,월세,29,500,40,6,2014,officetel
부산광역시 강서구 명지동,3240-7,월세,47.59,500,50,8,2014,officetel
부산광역시 강서구 명지동,3240-7,월세,29.77,500,35,7,2014,officetel
부산광역시 강서구 명지동,3240-7,월세,29,4500,20,5,2014,officetel
부산광역시 강서구 명지동,3240-7,월세,28.69,2000,25,6,2014,officetel
부산광역시 강서구 명지동,3240-7,월세,28.69,300,40,10,2014,officetel
부산광역시 강서구 명지동,3240-7,전세,28.69,7000,0,5,2014,officetel
부산광역시 강서구 명지동,3240-7,월세,29,500,40,5,2014,officetel
부산광역시 강서구 명지동,3240-7,월세,29,500,40,9,2014,officetel
부산광역시 강서구 명지동,3240-7,월세,26.76,500,32,10,2014,officetel
부산광역시 강서구 명지동,3240-7,월세,29,500,38,4,2014,officetel
부산광역시 강서구 명지동,3240-7,월세,28.69,500,34,6,2014,officetel
부산광역시 강서구 명지동,3240-7,전세,28.69,7000,0,4,2014,officetel
부산광역시 강서구 명지동,3240-7,월세,29,1500,30,5,2014,officetel
부산광역시 강서구 명지동,3240-7,월세,26.76,2000,20,10,2014,officetel
부산광역시 강서구 명지동,3240-7,월세,29,2000,30,9,2014,officetel
부산광역시 강서구 명지동,3240-7,월세,29.77,500,40,5,2014,officetel
부산광역시 강서구 명지동,3240-7,월세,29,500,40,9,2014,officetel
부산광역시 강서구 명지동,3240-7,월세,28.69,500,40,10,2014,officetel
부산광역시 강서구 명지동,3240-7,월세,29,500,40,7,2014,officetel
부산광역시 강서구 명지동,3240-7,월세,28.69,500,35,4,2014,officetel
부산광역시 강서구 명지동,3240-7,월세,28.69,500,35,4,2014,officetel
부산광역시 강서구 명지동,3240-7,월세,28.69,500,40,6,2014,officetel
부산광역시 강서구 명지동,3240-7,월세,29,500,50,10,2014,officetel
부산광역시 강서구 명지동,3240-7,월세,28.69,500,35,8,2014,officetel
부산광역시 강서구 명지동,3240-7,월세,29,1000,35,8,2014,officetel
부산광역시 강서구 명지동,3240-7,월세,29.77,500,35,10,2014,officetel
부산광역시 강서구 명지동,3240-7,월세,29.77,500,40,9,2014,officetel
부산광역시 강서구 명지동,3240-7,월세,29,500,45,9,2014,officetel
부산광역시 강서구 명지동,3240-7,월세,28.69,2000,30,7,2014,officetel
부산광역시 강서구 명지동,3240-7,월세,29,500,45,6,2014,officetel
부산광역시 강서구 명지동,3240-7,전세,26.76,6300,0,7,2014,officetel
부산광역시 강서구 명지동,3240-7,월세,29,500,45,7,2014,officetel
부산광역시 강서구 명지동,3240-7,월세,28.69,500,40,8,2014,officetel
부산광역시 강서구 명지동,3240-7,월세,28.69,500,40,5,2014,officetel
부산광역시 강서구 명지동,3240-7,월세,29,500,45,9,2014,officetel
부산광역시 강서구 명지동,3240-7,전세,26.76,6500,0,8,2014,officetel
부산광역시 강서구 명지동,3240-7,월세,29.77,500,35,8,2014,officetel
부산광역시 강서구 명지동,3240-7,월세,29,500,43,8,2014,officetel
부산광역시 강서구 명지동,3240-7,월세,29,600,43,8,2014,officetel
부산광역시 강서구 명지동,3240-7,전세,28.69,9500,0,6,2014,officetel
부산광역시 강서구 명지동,3599-3,월세,29.13,500,42,24,2019,officetel
부산광역시 강서구 명지동,3599-3,전세,56.02,12600,0,5,2019,officetel
부산광역시 강서구 명지동,3599-3,전세,56.02,20000,0,17,2019,officetel
부산광역시 강서구 명지동,3599-3,전세,29.25,9500,0,28,2019,officetel
부산광역시 강서구 명지동,3599-3,월세,58.37,1000,70,13,2019,officetel
부산광역시 강서구 명지동,3599-3,월세,59.43,3000,42,26,2019,officetel
부산광역시 강서구 명지동,3599-3,전세,29.25,5250,0,16,2019,officetel
부산광역시 강서구 명지동,3599-3,전세,56.06,20000,0,24,2019,officetel
부산광역시 강서구 명지동,3599-3,전세,29.13,8400,0,5,2019,officetel
부산광역시 강서구 명지동,3599-3,월세,56.06,500,63,12,2019,officetel
부산광역시 강서구 명지동,3599-3,전세,58.4,12600,0,22,2019,officetel
부산광역시 강서구 명지동,3599-3,전세,29.25,11000,0,20,2019,officetel
부산광역시 강서구 명지동,3599-3,월세,59.43,1000,62,8,2019,officetel
부산광역시 강서구 명지동,3599-3,월세,56.06,1000,65,15,2019,officetel
부산광역시 강서구 명지동,3599-3,전세,29.25,7300,0,6,2019,officetel
부산광역시 강서구 명지동,3599-3,월세,59.43,12000,20,14,2019,officetel
부산광역시 강서구 명지동,3599-3,전세,58.4,9975,0,7,2019,officetel
부산광역시 강서구 명지동,3599-3,월세,56.06,2000,53,9,2019,officetel
부산광역시 강서구 명지동,3599-3,전세,29.25,8900,0,19,2019,officetel
부산광역시 강서구 명지동,3599-3,전세,59.5,12600,0,14,2019,officetel
부산광역시 강서구 명지동,3599-3,월세,29.25,500,35,26,2019,officetel
부산광역시 강서구 명지동,3599-3,전세,29.13,8400,0,23,2019,officetel
부산광역시 강서구 명지동,3599-3,월세,29.25,2000,25,24,2019,officetel
부산광역시 강서구 명지동,3599-3,월세,59.43,500,50,17,2019,officetel
부산광역시 강서구 명지동,3599-3,전세,29.25,8400,0,20,2019,officetel
부산광역시 강서구 명지동,3599-3,전세,29.25,6300,0,18,2019,officetel
부산광역시 강서구 명지동,3599-3,전세,29.25,7000,0,6,2019,officetel
부산광역시 강서구 명지동,3599-3,전세,29.25,9000,0,27,2019,officetel
부산광역시 강서구 명지동,3599-3,월세,56.06,1000,47,6,2019,officetel
부산광역시 강서구 명지동,3599-3,월세,58.37,18000,2,25,2019,officetel
부산광역시 강서구 명지동,3599-3,전세,29.25,9500,0,29,2019,officetel
부산광역시 강서구 명지동,3599-3,전세,29.25,8400,0,7,2019,officetel
부산광역시 강서구 명지동,3599-3,전세,58.37,18000,0,25,2019,officetel
부산광역시 강서구 명지동,3599-3,전세,58.37,14700,0,19,2019,officetel
부산광역시 강서구 명지동,3599-3,전세,29.13,6300,0,10,2019,officetel
부산광역시 강서구 명지동,3599-3,월세,29.25,500,40,8,2019,officetel
부산광역시 강서구 명지동,3599-3,월세,58.4,500,60,13,2019,officetel
부산광역시 강서구 명지동,3599-3,월세,59.43,1000,69,29,2019,officetel
부산광역시 강서구 명지동,3599-3,월세,56.02,1000,56,8,2019,officetel
부산광역시 강서구 명지동,3599-3,월세,56.02,1000,56,8,2019,officetel
부산광역시 강서구 명지동,3599-3,월세,59.43,1000,50,5,2019,officetel
부산광역시 강서구 명지동,3599-3,전세,58.4,20000,0,19,2019,officetel
부산광역시 강서구 명지동,3599-3,전세,58.4,20000,0,13,2019,officetel
부산광역시 강서구 명지동,3599-3,월세,58.4,1000,70,13,2019,officetel
부산광역시 강서구 명지동,3599-3,전세,59.43,15750,0,23,2019,officetel
부산광역시 강서구 명지동,3599-3,월세,58.4,1000,70,19,2019,officetel
부산광역시 강서구 명지동,3599-3,전세,58.4,15500,0,25,2019,officetel
부산광역시 강서구 명지동,3599-3,월세,29.13,500,37,21,2019,officetel
부산광역시 강서구 명지동,3599-3,월세,29.25,500,40,10,2019,officetel
부산광역시 강서구 명지동,3599-3,월세,29.25,500,33,20,2019,officetel
부산광역시 강서구 명지동,3599-3,전세,29.25,6300,0,21,2019,officetel
부산광역시 강서구 명지동,3599-3,전세,56.06,20000,0,30,2019,officetel
부산광역시 강서구 명지동,3599-3,전세,59.39,20000,0,6,2019,officetel
부산광역시 강서구 명지동,3599-3,전세,59.43,20000,0,8,2019,officetel
부산광역시 강서구 명지동,3599-3,월세,58.4,800,52,22,2019,officetel
부산광역시 강서구 명지동,3599-3,전세,29.25,11000,0,19,2019,officetel
부산광역시 강서구 명지동,3599-3,전세,56.06,22000,0,15,2019,officetel
부산광역시 강서구 명지동,3599-3,전세,59.5,20000,0,11,2019,officetel
부산광역시 강서구 명지동,3599-3,전세,29.13,9500,0,21,2019,officetel
부산광역시 강서구 명지동,3599-3,월세,29.25,500,40,29,2019,officetel
부산광역시 강서구 명지동,3599-3,전세,56.02,22000,0,17,2019,officetel
부산광역시 강서구 명지동,3599-3,월세,58.4,8000,30,16,2019,officetel
부산광역시 강서구 명지동,3599-3,월세,59.39,1000,65,27,2019,officetel
부산광역시 강서구 명지동,3599-3,월세,29.25,400,37,18,2019,officetel
부산광역시 강서구 명지동,3599-3,전세,58.4,21000,0,25,2019,officetel
부산광역시 강서구 명지동,3599-3,월세,29.13,500,40,28,2019,officetel
부산광역시 강서구 명지동,3599-3,월세,29.25,500,40,12,2019,officetel
부산광역시 강서구 명지동,3599-3,월세,59.5,2000,110,23,2019,officetel
부산광역시 강서구 명지동,3599-3,월세,29.13,500,34,12,2019,officetel
부산광역시 강서구 명지동,3599-3,월세,29.25,500,40,13,2019,officetel
부산광역시 강서구 명지동,3599-3,월세,29.25,500,40,12,2019,officetel
부산광역시 강서구 명지동,3599-3,전세,56.06,21000,0,30,2019,officetel
부산광역시 강서구 명지동,3599-3,월세,29.25,500,40,29,2019,officetel
부산광역시 강서구 명지동,3599-3,전세,59.43,22000,0,17,2019,officetel
부산광역시 강서구 명지동,3599-3,전세,59.39,21000,0,21,2019,officetel
부산광역시 강서구 명지동,3599-3,월세,59.39,500,70,15,2019,officetel
부산광역시 강서구 명지동,3599-3,월세,58.37,500,50,10,2019,officetel
부산광역시 강서구 명지동,3599-3,전세,59.39,20000,0,15,2019,officetel
부산광역시 강서구 명지동,3599-3,전세,29.13,10000,0,9,2019,officetel
부산광역시 강서구 명지동,3599-3,전세,29.13,8700,0,5,2019,officetel
부산광역시 강서구 명지동,3599-3,전세,29.25,11000,0,24,2019,officetel
부산광역시 강서구 명지동,3599-3,월세,59.39,1000,62,15,2019,officetel
부산광역시 강서구 명지동,3599-3,전세,29.13,10000,0,28,2019,officetel
부산광역시 강서구 명지동,3599-3,전세,29.25,10000,0,12,2019,officetel
부산광역시 강서구 명지동,3599-3,전세,56.02,20000,0,29,2019,officetel
부산광역시 강서구 명지동,3599-3,월세,29.25,500,40,10,2019,officetel
부산광역시 강서구 명지동,3599-3,전세,29.13,9200,0,30,2019,officetel
부산광역시 강서구 명지동,3599-3,전세,59.39,23000,0,24,2019,officetel
부산광역시 강서구 명지동,3599-3,전세,59.39,21500,0,9,2019,officetel
부산광역시 강서구 명지동,3599-3,월세,59.39,1000,69,12,2019,officetel
부산광역시 강서구 명지동,3599-3,월세,59.43,10000,33,11,2019,officetel
부산광역시 강서구 명지동,3599-3,월세,29.25,500,38,4,2019,officetel
부산광역시 강서구 명지동,3599-3,전세,29.25,10500,0,23,2019,officetel
부산광역시 강서구 명지동,3599-3,월세,59.39,1000,70,18,2019,officetel
부산광역시 강서구 명지동,3599-3,월세,29.25,300,40,17,2019,officetel
부산광역시 강서구 명지동,3599-3,월세,56.02,1000,67,14,2019,officetel
부산광역시 강서구 명지동,3599-3,전세,59.39,18900,0,21,2019,officetel
부산광역시 강서구 명지동,3599-3,전세,29.25,9000,0,19,2019,officetel
부산광역시 강서구 명지동,3599-3,전세,56.06,21000,0,30,2019,officetel
부산광역시 강서구 명지동,3599-3,월세,29.25,500,40,29,2019,officetel
부산광역시 강서구 명지동,3599-3,전세,59.39,21000,0,30,2019,officetel
부산광역시 강서구 명지동,3599-3,월세,58.4,1000,53,19,2019,officetel
부산광역시 강서구 명지동,3599-3,전세,29.13,10000,0,30,2019,officetel
부산광역시 강서구 명지동,3599-3,전세,56.02,22000,0,8,2019,officetel
부산광역시 강서구 명지동,3599-3,월세,59.43,1000,70,26,2019,officetel
부산광역시 강서구 명지동,3599-3,월세,29.25,500,37,16,2019,officetel
부산광역시 강서구 명지동,3599-3,전세,29.25,10000,0,23,2019,officetel
부산광역시 강서구 명지동,3599-3,전세,59.43,20000,0,17,2019,officetel
부산광역시 강서구 명지동,3599-3,월세,29.25,300,38,15,2019,officetel
부산광역시 강서구 명지동,3599-3,월세,29.25,500,40,18,2019,officetel
부산광역시 강서구 명지동,3599-3,월세,29.25,300,44,25,2019,officetel
부산광역시 강서구 명지동,3599-3,전세,58.37,12480,0,10,2019,officetel
부산광역시 강서구 명지동,3599-3,월세,58.4,1000,70,13,2019,officetel
부산광역시 강서구 명지동,3599-3,전세,58.4,20000,0,10,2019,officetel
부산광역시 강서구 명지동,3599-3,전세,56.06,22000,0,24,2019,officetel
부산광역시 강서구 명지동,3599-3,월세,29.25,500,45,30,2019,officetel
부산광역시 강서구 명지동,3599-3,월세,58.37,500,53,7,2019,officetel
부산광역시 강서구 명지동,3599-3,월세,29.25,500,37,26,2019,officetel
부산광역시 강서구 명지동,3599-3,전세,29.25,6600,0,14,2019,officetel
부산광역시 강서구 명지동,3239-6,월세,29.14,100,50,4,2014,officetel
부산광역시 강서구 명지동,3239-6,월세,29.25,100,50,4,2014,officetel
부산광역시 강서구 명지동,3239-6,전세,29.25,6800,0,7,2014,officetel
부산광역시 강서구 명지동,3239-6,월세,29.25,300,35,6,2014,officetel
부산광역시 강서구 명지동,3239-6,전세,27.27,5500,0,4,2014,officetel
부산광역시 강서구 명지동,3239-6,전세,27.27,5000,0,7,2014,officetel
부산광역시 강서구 명지동,3239-6,월세,41.17,300,38,4,2014,officetel
부산광역시 강서구 명지동,3239-6,전세,27.27,5000,0,5,2014,officetel
부산광역시 강서구 명지동,3239-6,전세,27.27,6000,0,5,2014,officetel
부산광역시 강서구 명지동,3239-6,전세,27.27,6000,0,4,2014,officetel
부산광역시 강서구 명지동,3239-6,월세,29.14,100,50,4,2014,officetel
부산광역시 강서구 명지동,3239-6,월세,27.27,500,32,7,2014,officetel
부산광역시 강서구 명지동,3604-2,월세,24.56,500,40,15,2020,officetel
부산광역시 강서구 명지동,3604-2,월세,24.56,500,44,12,2020,officetel
부산광역시 강서구 명지동,3604-2,전세,24.56,8500,0,19,2020,officetel
부산광역시 강서구 명지동,3604-2,월세,24.56,500,40,14,2020,officetel
부산광역시 강서구 명지동,3604-2,월세,24.56,500,35,11,2020,officetel
부산광역시 강서구 명지동,3604-2,월세,24.56,500,40,8,2020,officetel
부산광역시 강서구 명지동,3604-2,전세,24.56,8000,0,13,2020,officetel
부산광역시 강서구 명지동,3604-2,월세,24.56,500,40,8,2020,officetel
부산광역시 강서구 명지동,3604-2,전세,24.56,9000,0,3,2020,officetel
부산광역시 강서구 명지동,3604-2,월세,24.56,500,38,16,2020,officetel
부산광역시 강서구 명지동,3604-2,전세,24.56,11000,0,6,2020,officetel
부산광역시 강서구 명지동,3604-2,월세,24.56,300,38,19,2020,officetel
부산광역시 강서구 명지동,3604-2,전세,24.56,9000,0,13,2020,officetel
부산광역시 강서구 명지동,3604-2,전세,24.56,10000,0,8,2020,officetel
부산광역시 강서구 명지동,3604-2,월세,24.56,500,32,9,2020,officetel
부산광역시 강서구 명지동,3604-2,월세,24.56,500,35,19,2020,officetel
부산광역시 강서구 명지동,3604-2,월세,24.56,500,35,5,2020,officetel
부산광역시 강서구 명지동,3604-2,전세,24.56,11000,0,9,2020,officetel
부산광역시 강서구 명지동,3604-2,전세,24.56,10000,0,10,2020,officetel
부산광역시 강서구 명지동,3604-2,월세,24.56,500,35,11,2020,officetel
